tile_id,num_no_hh,people,ngiant,frac_no_hh,frac_giant,x,y,hc1,hc2
1219,6,123,116.0,0.04878048780487805,0.943089430894309,36,13,2.4705994,0.12853868
1220,2,105,101.0,0.01904761904761905,0.9619047619047619,37,13,2.143302,0.11597123
1221,14,181,178.0,0.07734806629834254,0.9834254143646409,38,13,3.7285159,0.20701292
1224,1,5,5.0,0.2,1.0,41,13,0.10239669,0.0033410885
1225,3,12,9.0,0.25,0.75,42,13,0.24670461,0.007894009
1226,3,55,52.0,0.05454545454545454,0.9454545454545454,43,13,1.1392071,0.039226674
1229,5,18,17.0,0.2777777777777778,0.9444444444444444,46,13,0.38025612,0.012771684
1231,14,87,85.0,0.16091954022988506,0.9770114942528736,48,13,1.8785777,0.08239108
1232,16,116,115.0,0.13793103448275862,0.9913793103448276,49,13,2.5184429,0.11712131
1233,6,77,72.0,0.07792207792207792,0.935064935064935,50,13,1.6705694,0.074716866
1234,13,93,89.0,0.13978494623655913,0.956989247311828,51,13,2.0139854,0.09147787
1235,9,81,76.0,0.1111111111111111,0.9382716049382716,52,13,1.7446355,0.07756437
1236,10,22,20.0,0.45454545454545453,0.9090909090909091,53,13,0.46949798,0.019453833
1237,1,1,0.0,1.0,0.0,54,13,0.021094032,0.0008387645
1238,6,42,37.0,0.14285714285714285,0.8809523809523809,55,13,0.87282187,0.034416873
1249,1,1,1.0,1.0,1.0,66,13,0.01745397,0.0005027155
1252,3,7,6.0,0.42857142857142855,0.8571428571428571,69,13,0.118808925,0.004344204
1253,4,70,65.0,0.05714285714285714,0.9285714285714286,70,13,1.178998,0.053738695
1254,15,53,48.0,0.2830188679245283,0.9056603773584906,71,13,0.87501127,0.038157616
1255,3,105,95.0,0.02857142857142857,0.9047619047619048,72,13,1.7013233,0.07854678
1256,16,110,89.0,0.14545454545454545,0.8090909090909091,73,13,1.7504936,0.08518193
1257,7,45,39.0,0.15555555555555556,0.8666666666666667,74,13,0.6966499,0.029219588
1259,2,4,3.0,0.5,0.75,76,13,0.058061734,0.0016600039
1260,4,23,16.0,0.17391304347826086,0.6956521739130435,77,13,0.32459307,0.009050032
1261,2,4,2.0,0.5,0.5,78,13,0.05476684,0.001292208
1300,7,42,35.0,0.16666666666666666,0.8333333333333334,26,14,0.7060199,0.022885226
1301,14,59,58.0,0.23728813559322035,0.9830508474576272,27,14,1.0232636,0.0385967
1302,2,74,63.0,0.02702702702702703,0.8513513513513513,28,14,1.3191088,0.05409612
1303,2,102,97.0,0.0196078431372549,0.9509803921568627,29,14,1.8624312,0.08152547
1305,5,69,64.0,0.07246376811594203,0.927536231884058,31,14,1.3014907,0.05141493
1306,4,53,47.0,0.07547169811320754,0.8867924528301887,32,14,1.014356,0.038215093
1307,4,33,29.0,0.12121212121212122,0.8787878787878788,33,14,0.6411829,0.023163987
1308,5,22,16.0,0.22727272727272727,0.7272727272727273,34,14,0.43504903,0.015958091
1309,3,15,13.0,0.2,0.8666666666666667,35,14,0.30277035,0.012051945
1310,1,100,88.0,0.01,0.88,36,14,2.066175,0.09980612
1311,2,96,93.0,0.020833333333333332,0.96875,37,14,2.0197902,0.10365616
1312,2,206,198.0,0.009708737864077669,0.9611650485436893,38,14,4.4135027,0.26061428
1313,21,91,86.0,0.23076923076923078,0.945054945054945,39,14,1.963006,0.10675018
1314,15,151,147.0,0.09933774834437085,0.9735099337748344,40,14,3.2631264,0.16966945
1318,5,33,25.0,0.15151515151515152,0.7575757575757576,44,14,0.71860826,0.025618766
1319,4,12,12.0,0.3333333333333333,1.0,45,14,0.26355657,0.009372304
1320,5,16,16.0,0.3125,1.0,46,14,0.35512426,0.013251821
1322,18,131,122.0,0.13740458015267176,0.9312977099236641,48,14,2.994681,0.15519138
1323,6,34,31.0,0.17647058823529413,0.9117647058823529,49,14,0.7788177,0.03714326
1324,2,15,15.0,0.13333333333333333,1.0,50,14,0.3431546,0.015519168
1325,8,20,18.0,0.4,0.9,51,14,0.45684725,0.020861106
1326,6,35,33.0,0.17142857142857143,0.9428571428571428,52,14,0.7975991,0.03831481
1327,1,114,112.0,0.008771929824561403,0.9824561403508771,53,14,2.5895221,0.1390551
1328,13,170,161.0,0.07647058823529412,0.9470588235294117,54,14,3.827068,0.21823461
1329,17,121,116.0,0.14049586776859505,0.9586776859504132,55,14,2.6688228,0.13743773
1339,2,2,1.0,1.0,0.5,65,14,0.036671836,0.0011483885
1340,5,29,26.0,0.1724137931034483,0.896551724137931,66,14,0.52942735,0.019834083
1341,1,1,1.0,1.0,1.0,67,14,0.018098207,0.0006900989
1342,1,5,5.0,0.2,1.0,68,14,0.08991574,0.0038434146
1343,4,6,5.0,0.6666666666666666,0.8333333333333334,69,14,0.10728308,0.0053662825
1344,7,224,214.0,0.03125,0.9553571428571429,70,14,3.976123,0.26322392
1345,3,40,34.0,0.075,0.85,71,14,0.6828598,0.031935487
1347,0,28,27.0,0.0,0.9642857142857143,73,14,0.45026734,0.016719792
1348,9,46,37.0,0.1956521739130435,0.8043478260869565,74,14,0.7200429,0.025639271
1351,2,4,3.0,0.5,0.75,77,14,0.057359613,0.0014261962
1356,1,1,0.0,1.0,0.0,82,14,0.012572953,0.0002443471
1391,13,51,46.0,0.2549019607843137,0.9019607843137255,26,15,0.88452345,0.030990936
1392,9,54,52.0,0.16666666666666666,0.9629629629629629,27,15,0.97024405,0.040260885
1393,4,26,26.0,0.15384615384615385,1.0,28,15,0.4816532,0.021340536
1394,4,131,124.0,0.030534351145038167,0.9465648854961832,29,15,2.504738,0.13590209
1395,15,105,100.0,0.14285714285714285,0.9523809523809523,30,15,2.045795,0.108051084
1396,13,59,54.0,0.22033898305084745,0.9152542372881356,31,15,1.1601807,0.052295968
1397,1,23,20.0,0.043478260869565216,0.8695652173913043,32,15,0.4569003,0.018096337
1398,6,26,25.0,0.23076923076923078,0.9615384615384616,33,15,0.5243459,0.020602334
