tile_id,x,y,people,pvhe
545,35,5,1,0.0309691487404002
647,35,6,6,0.0309691487404002
648,36,6,11,0.0309691487404002
649,37,6,14,0.0309691487404002
748,34,7,10,0.0309691487404002
749,35,7,5,0.0309691487404002
750,36,7,13,0.0309691487404002
751,37,7,12,0.0309691487404002
752,38,7,12,0.0309691487404002
753,39,7,28,0.0309691487404002
754,40,7,49,0.0309691487404002
759,45,7,1,0.0309691487404002
774,60,7,1,0.046637976524687
849,33,8,6,0.0309691487404002
850,34,8,13,0.0309691487404002
854,38,8,1,0.0309691487404002
855,39,8,12,0.028994506353641574
856,40,8,11,0.030464435457341895
936,18,9,1,0.004597778999216
951,33,9,1,0.0309691487404002
952,34,9,4,0.0309691487404002
955,37,9,1,0.0309691487404002
956,38,9,18,0.02605781161945522
957,39,9,2,0.019259866037536183
964,46,9,2,0.019623550074586396
965,47,9,16,0.022796943544813496
966,48,9,13,0.0258924492908362
967,49,9,12,0.0258924492908362
968,50,9,6,0.0258924492908362
975,57,9,46,0.046637976524687
976,58,9,30,0.046637976524687
1036,16,10,1,0.004597778999216
1037,17,10,6,0.004597778999216
1038,18,10,5,0.004597778999216
1057,37,10,7,0.028297930128706707
1058,38,10,5,0.01942275323055625
1067,47,10,7,0.020684083878643223
1068,48,10,5,0.0258924492908362
1069,49,10,5,0.0258924492908362
1070,50,10,7,0.0258924492908362
1077,57,10,82,0.046637976524687
1078,58,10,77,0.046637976524687
1079,59,10,1,0.046637976524687
1080,60,10,7,0.046637976524687
1081,61,10,5,0.046637976524687
1136,14,11,1,0.004597778999216
1137,15,11,8,0.004597778999216
1138,16,11,7,0.004597778999216
1139,17,11,1,0.004597778999216
1141,19,11,4,0.006494618662961599
1142,20,11,4,0.007436394054110394
1158,36,11,6,0.025274046436655664
1159,37,11,12,0.015738516136953623
1168,46,11,2,0.0190970529655018
1169,47,11,14,0.021743291008124742
1171,49,11,3,0.0258924492908362
1172,50,11,2,0.0258924492908362
1173,51,11,1,0.0258924492908362
1178,56,11,59,0.046637976524687
1179,57,11,266,0.046637976524687
1180,58,11,11,0.046637976524687
1181,59,11,14,0.046637976524687
1183,61,11,4,0.046637976524687
1237,13,12,7,0.004597778999216
1238,14,12,22,0.004597778999216
1239,15,12,1,0.004597778999216
1244,20,12,7,0.02163679810184707
1255,31,12,1,0.0309691487404002
1260,36,12,7,0.0177267132652345
1262,38,12,1,0.017981539601344097
1265,41,12,10,0.0190970529655018
1266,42,12,54,0.0190970529655018
1267,43,12,69,0.0190970529655018
1268,44,12,10,0.0190970529655018
1269,45,12,1,0.0190970529655018
1270,46,12,10,0.021684212555781814
1271,47,12,1,0.025797659907383513
1276,52,12,5,0.0258924492908362
1277,53,12,5,0.0258924492908362
1278,54,12,7,0.0258924492908362
1279,55,12,3,0.02888881429622775
1280,56,12,18,0.046637976524687
1281,57,12,12,0.046637976524687
1282,58,12,20,0.046637976524687
1283,59,12,61,0.046637976524687
1284,60,12,109,0.046637976524687
1337,11,13,12,0.006018176575028284
1338,12,13,202,0.004597778999216
1339,13,13,121,0.004597778999216
1340,14,13,5,0.004597778999216
1345,19,13,11,0.01964739834533577
1346,20,13,6,0.022265264181395274
1361,35,13,5,0.027835142775134006
1362,36,13,5,0.015715663633746737
1366,40,13,84,0.0190970529655018
1367,41,13,46,0.0190970529655018
1368,42,13,22,0.0190970529655018
1369,43,13,30,0.0190970529655018
1370,44,13,91,0.0190970529655018
1371,45,13,38,0.0190970529655018
1372,46,13,6,0.023714251964234143
1375,49,13,1,0.0258924492908362
1378,52,13,2,0.0258924492908362
1379,53,13,7,0.0258924492908362
1380,54,13,1,0.027102299379094613
1381,55,13,5,0.029070713330616074
1382,56,13,5,0.0337328487588173
1383,57,13,22,0.03905023864589785
1384,58,13,135,0.04646024482370705
1385,59,13,128,0.046637976524687
1386,60,13,7,0.046637976524687
1437,9,14,156,0.011088226605832762
1438,10,14,201,0.01110075672551869
1439,11,14,756,0.006398828927559153
1440,12,14,175,0.004597778999216
1446,18,14,13,0.017278183348835116
1447,19,14,108,0.02656645344898534
1448,20,14,252,0.02476527875332942
1449,21,14,35,0.021288684650549252
1450,22,14,6,0.01816224950266322
1451,23,14,63,0.03330312737714909
1462,34,14,2,0.0309691487404002
1463,35,14,2,0.0309691487404002
1464,36,14,6,0.021275781010280513
1468,40,14,29,0.0190970529655018
1469,41,14,4,0.0190970529655018
1471,43,14,105,0.0190970529655018
1472,44,14,123,0.0190970529655018
1473,45,14,146,0.01948674528874338
1474,46,14,323,0.02510563748236781
1475,47,14,537,0.0258924492908362
1477,49,14,2,0.026278739712080446
1481,53,14,5,0.03005568650715544
1482,54,14,1,0.0304222345210687
1483,55,14,39,0.0313733481261807
1484,56,14,100,0.0313733481261807
1485,57,14,86,0.0313733481261807
1486,58,14,197,0.03479287372073249
1487,59,14,65,0.046637976524687
1488,60,14,1,0.046637976524687
1537,7,15,1,0.012402160313653513
1538,8,15,503,0.0022204405117163223
1539,9,15,2565,-0.007094867428811315
1540,10,15,600,0.011199485270690411
1541,11,15,50,0.00659825296624175
1545,15,15,1,0.027213664917901323
1547,17,15,45,0.01702194431071076
1548,18,15,184,0.02729862415869453
1549,19,15,123,0.02727150564411641
1550,20,15,403,0.02403339118090349
1551,21,15,281,0.019793272263962824
1552,22,15,166,0.017665839302887773
1553,23,15,509,0.023346136506167035
1554,24,15,7,0.03397935093082164
1563,33,15,1,0.02647054374593938
1564,34,15,1,0.022896186069264857
1566,36,15,5,0.026736233836986135
1569,39,15,2,0.016973882941366935
1570,40,15,7,0.01367889338837404
1571,41,15,10,0.013486924255294394
