SEZIONE,IL LOTO,UNIONE DEI DEMOCRATICI CRISTIANI E DEMOCRATICI DI CENTRO,ASSOCIAZIONE PER LA DIFESA DELLA VITA,UNIONE DEMOCRATICA PER I CONSUMATORI,PARTITO LIBERALE ITALIANO,PARTITO COMUNISTA DEI LAVORATORI,PER IL BENE COMUNE,FORZA NUOVA,IL POPOLO DELLA LIBERTA',MOVIMENTO PER L'AUTONOMIA - ALLEATI PER IL SUD,PARTITO DEMOCRATICO,ITALIA DEI VALORI - LISTA DI PIETRO,LA DESTRA - FIAMMA TRICOLORE,SINISTRA CRITICA,PARTITO SOCIALISTA - BOSELLI,LA SINISTRA L'ARCOBALENO,TOTALE,AFFLUENZA
1794,2,35,4,2,4,1,1,1,320,3,331,36,22,2,1,30,795,0.7535545023696683
1795,1,41,9,1,2,0,0,1,347,0,361,50,19,2,2,26,862,0.7786811201445348
1796,0,34,5,1,0,3,3,0,355,3,307,49,27,3,8,18,816,0.7756653992395437
1797,1,35,10,2,2,2,2,6,310,1,280,39,10,5,3,27,735,0.7769556025369979
1798,1,37,11,1,1,1,3,3,342,1,338,28,23,1,3,38,832,0.7893738140417458
1799,0,42,6,2,2,0,1,2,373,1,282,23,24,2,2,13,775,0.7884028484231943
1800,1,31,2,2,0,1,2,1,244,4,320,23,37,0,3,18,689,0.8039673278879813
1801,0,56,6,1,1,0,3,2,364,5,255,32,14,3,1,19,762,0.7681451612903226
1802,0,27,11,2,0,0,0,4,332,8,247,22,15,3,2,14,687,0.7701793721973094
1803,0,34,6,1,3,0,1,3,283,4,337,35,29,4,7,26,773,0.773
1804,1,35,10,1,1,2,0,1,311,0,409,42,25,1,2,17,858,0.7893284268629255
1805,0,40,6,1,2,2,1,3,334,1,322,39,18,1,2,24,796,0.77431906614786
1806,1,26,6,3,2,4,3,2,439,1,252,32,24,0,5,18,818,0.7456700091157703
1807,0,36,6,1,2,1,2,3,317,3,306,34,25,6,7,20,769,0.7815040650406504
1808,0,30,5,0,2,1,2,4,365,2,309,35,16,3,2,26,802,0.7771317829457365
1809,1,43,3,0,2,1,0,2,201,0,215,20,21,1,2,17,529,0.7722627737226277
1810,0,23,5,0,0,3,0,1,241,1,263,26,10,3,1,16,593,0.4836867862969005
1811,1,25,5,1,1,2,1,3,170,3,177,36,15,1,4,11,456,0.4222222222222222
1812,0,14,0,3,1,0,2,2,233,0,223,21,16,1,1,10,527,0.43161343161343163
1813,0,35,2,4,4,1,4,4,348,0,299,34,30,2,1,30,798,0.7831207065750736
1814,1,29,4,0,1,2,1,5,232,0,276,30,22,3,2,20,628,0.4972288202692003
1815,0,18,3,2,1,3,3,9,327,1,316,34,25,5,1,24,772,0.738755980861244
1816,1,23,2,1,1,0,2,0,276,1,251,47,22,4,3,17,651,0.7578579743888242
1817,0,31,4,1,1,6,1,2,295,1,281,23,20,3,4,10,683,0.7691441441441441
1818,0,21,7,3,2,3,8,0,244,0,286,19,20,9,4,28,654,0.6869747899159664
1819,0,25,3,1,0,3,1,0,301,1,313,35,25,4,4,38,754,0.7334630350194552
1820,0,24,3,3,1,1,1,3,285,0,290,29,24,1,3,31,699,0.6740597878495661
1821,1,39,0,3,0,1,3,5,313,0,335,35,36,4,5,25,805,0.7523364485981309
1822,0,26,0,2,2,7,2,6,298,0,278,34,25,3,2,26,711,0.7314814814814815
1823,0,40,3,1,3,3,5,6,322,0,321,39,31,7,1,19,801,0.7542372881355932
1824,0,27,0,0,1,2,4,6,266,1,284,36,24,9,3,25,688,0.4985507246376812
1825,0,21,3,1,1,6,3,5,247,0,206,31,29,7,2,30,592,0.4481453444360333
1826,1,31,2,1,1,1,2,9,292,2,240,18,31,8,5,17,661,0.7031914893617022
1827,1,18,3,2,0,5,0,2,332,1,282,24,28,1,6,19,724,0.6869070208728653
1828,0,24,3,3,0,5,5,4,294,1,284,21,21,8,4,24,701,0.6812439261418853
1829,0,34,5,3,1,4,1,4,352,1,290,40,25,1,4,18,783,0.7791044776119403
1830,0,20,5,0,2,3,1,0,296,0,271,21,30,1,4,13,667,0.5647756138865369
1831,1,32,2,0,1,1,1,2,277,0,262,37,21,3,2,13,655,0.5938349954669084
1832,0,21,1,1,0,5,2,0,310,0,256,42,20,0,4,15,677,0.45254010695187163
1833,0,16,2,3,2,4,2,5,346,1,307,35,26,6,4,23,782,0.6076146076146076
1834,2,23,1,0,1,3,0,6,276,2,261,38,34,5,2,21,675,0.5546425636811833
1835,0,34,3,0,4,0,0,5,296,5,314,46,26,0,4,28,765,0.6483050847457628
1836,1,27,4,1,2,3,2,8,285,0,274,39,28,6,2,25,707,0.7184959349593496
1837,2,25,2,1,0,2,1,2,316,0,317,39,23,7,6,31,774,0.7322611163670766
1838,0,28,5,2,2,3,2,5,298,2,304,48,26,2,5,31,763,0.7379110251450677
1839,0,24,5,0,2,5,2,3,303,1,267,26,22,8,2,31,701,0.6619452313503305
1840,1,26,1,2,0,4,0,3,281,4,267,30,44,5,4,24,696,0.6911618669314796
1841,1,21,2,2,0,3,3,2,301,1,274,37,25,0,1,29,702,0.7304890738813735
1842,1,22,3,3,2,6,6,4,303,0,284,34,29,4,4,28,733,0.5010252904989747
1843,1,17,1,3,2,1,5,1,264,2,282,26,31,10,5,27,678,0.47412587412587415
1844,0,23,3,2,1,3,1,2,240,2,216,32,24,7,2,32,590,0.4272266473569877
1845,0,22,2,0,2,7,3,4,275,2,325,15,20,7,4,33,721,0.6513098464317977
1846,0,13,2,2,2,13,3,5,268,1,276,25,32,7,0,25,674,0.6281453867660765
1847,0,21,3,2,1,2,1,1,350,0,207,26,16,2,3,24,659,0.7186477644492911
1848,0,20,1,1,1,9,1,3,275,1,291,33,29,4,4,33,706,0.6187554776511832
1849,0,9,0,1,0,6,0,2,247,0,203,11,24,4,2,29,538,0.3982235381199112
1850,2,7,0,2,0,5,5,5,292,1,284,22,24,6,2,32,689,0.6574427480916031
1851,0,15,1,3,0,3,2,5,300,0,232,36,27,4,2,27,657,0.7291897891231964
1852,0,15,5,1,0,1,3,2,239,2,192,22,31,4,4,21,542,0.37405106970324364
1853,1,22,1,0,0,3,2,2,251,1,198,30,28,3,2,15,559,0.7384412153236459
1854,0,24,2,1,1,5,0,0,263,0,271,36,24,5,7,30,669,0.7170418006430869
1855,0,15,4,0,0,2,1,1,227,0,297,26,34,4,3,26,640,0.757396449704142
1856,0,19,0,2,3,4,2,9,272,1,317,48,28,2,2,21,730,0.7494866529774127
1857,0,16,2,2,0,0,1,5,297,0,262,38,38,7,5,29,702,0.763873775843308
1858,0,21,3,1,0,4,0,4,206,2,303,44,19,3,5,35,650,0.7479861910241657
1859,0,24,6,4,2,7,3,7,271,4,281,39,36,1,7,29,721,0.7621564482029598
1860,0,12,0,1,0,1,2,3,242,2,238,28,33,4,3,36,605,0.7109283196239718
1861,1,23,1,1,2,4,7,5,246,1,307,45,20,3,6,25,697,0.7336842105263158
1862,0,18,1,0,1,3,0,2,200,1,232,32,21,5,3,16,535,0.7379310344827587
1863,0,29,1,1,1,0,3,5,316,1,368,44,32,4,5,34,844,0.773602199816682
1864,1,24,5,1,5,4,1,0,241,0,342,39,27,4,3,27,724,0.7878128400435256
1865,2,27,2,4,0,3,1,1,238,3,301,36,38,5,2,36,699,0.7288842544316997
1866,0,29,3,1,1,4,1,1,382,0,264,37,23,5,2,20,773,0.7645895153313551
1867,0,25,1,2,1,3,5,5,253,0,287,37,26,2,3,34,684,0.7418655097613883
1868,0,17,2,3,0,6,2,5,209,0,288,30,24,2,4,31,623,0.6557894736842105
1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1870,1,20,5,1,1,1,1,3,247,0,296,35,27,6,2,14,660,0.7357859531772575
1871,1,27,4,1,2,0,4,4,257,0,291,52,36,6,1,31,717,0.718436873747495
1872,0,30,2,1,0,2,2,0,201,2,220,31,21,2,4,29,547,0.7352150537634409
1873,0,18,1,4,1,4,0,2,270,0,330,32,34,2,4,16,718,0.7526205450733753
1874,0,21,1,0,0,2,4,4,230,0,337,35,33,6,8,33,714,0.719758064516129
1875,1,33,2,2,3,5,3,2,239,1,287,29,25,5,3,23,663,0.7585812356979404
1876,0,22,1,0,2,1,0,2,178,0,223,24,38,0,5,13,509,0.4504424778761062
1877,0,28,2,1,1,4,2,1,200,1,290,25,22,5,4,28,614,0.4888535031847134
1878,1,28,0,1,1,6,4,3,275,1,332,35,23,3,8,33,754,0.7236084452975048
1879,0,32,5,1,1,4,1,6,273,1,382,39,34,8,2,35,824,0.7416741674167416
1880,0,24,1,1,3,1,5,6,261,1,340,32,23,1,2,30,731,0.7413793103448276
1881,0,34,3,5,3,2,3,4,248,2,312,41,26,0,1,27,711,0.75
1882,0,25,2,2,0,3,2,7,269,2,328,32,35,2,1,45,755,0.7580321285140562
1883,0,27,3,3,1,3,2,10,288,4,289,47,31,2,2,20,732,0.756198347107438
1884,2,20,6,4,2,3,3,5,270,2,253,32,33,9,2,52,698,0.7255717255717256
1885,0,39,9,0,1,0,0,4,374,1,338,46,29,2,7,24,874,0.7959927140255009
1886,0,27,1,0,0,1,3,0,196,1,267,40,22,2,4,22,586,0.7060240963855422
1887,0,19,1,5,1,6,3,9,223,1,233,27,17,3,5,11,564,0.746031746031746
1888,1,22,1,2,3,1,0,6,250,0,232,26,22,7,0,23,596,0.7321867321867321
1889,1,27,2,5,2,4,1,7,299,2,352,51,23,2,7,28,813,0.7720797720797721
1890,0,15,3,1,0,3,0,7,278,1,215,31,17,4,6,23,604,0.8273972602739726
1891,0,17,4,0,0,0,4,3,219,0,225,29,16,3,7,4,531,0.4554030874785592
1892,0,28,0,2,1,3,1,4,229,1,189,35,14,6,3,12,528,0.4180522565320665
1893,0,21,4,2,3,4,4,5,269,1,279,31,30,3,1,23,680,0.7439824945295405
1894,1,26,2,3,0,2,1,2,250,1,266,36,19,3,6,29,647,0.7611764705882353
1895,1,39,3,3,0,4,4,2,264,1,313,39,27,7,5,30,742,0.8299776286353467
1896,1,23,3,2,1,10,2,5,321,1,279,30,34,4,3,36,755,0.7626262626262627
1897,0,22,2,2,1,2,1,8,199,0,341,43,22,4,1,24,672,0.7257019438444925
1898,1,20,2,0,2,2,4,2,205,0,298,35,16,3,3,20,613,0.7596034696406444
1899,0,36,4,3,1,3,2,2,280,2,355,38,33,9,5,28,801,0.7451162790697674
1900,0,26,3,5,1,7,0,3,272,0,248,27,19,7,5,34,657,0.5239234449760766
1901,0,30,7,7,1,3,0,3,289,0,259,27,30,2,2,33,693,0.4967741935483871
1902,0,25,4,2,2,6,1,3,213,0,240,25,14,3,4,24,566,0.7369791666666666
1903,0,17,2,1,2,4,6,5,230,1,305,31,18,6,1,28,657,0.7423728813559322
1904,0,26,2,0,1,4,1,4,220,1,289,40,21,5,5,25,644,0.7666666666666667
1905,0,28,7,1,0,5,0,2,330,7,261,42,18,2,1,13,717,0.8327526132404182
1906,1,87,0,0,3,1,3,3,273,1,246,35,11,1,2,14,681,0.709375
1907,0,18,2,1,0,0,0,2,266,1,275,18,12,4,2,27,628,0.8252299605781866
1908,1,28,12,1,0,4,4,4,295,1,333,42,28,0,5,24,782,0.7931034482758621
1909,0,33,2,1,1,0,1,5,372,0,259,44,24,5,1,26,774,0.774
1910,0,31,4,0,1,0,1,4,246,0,290,35,17,2,8,24,663,0.7611940298507462
1911,0,14,0,0,1,0,7,3,151,0,146,17,17,0,0,9,365,0.627147766323024
1912,0,35,3,0,1,2,2,2,209,1,249,27,20,7,3,24,585,0.740506329113924
1913,1,24,1,2,4,7,0,2,292,1,254,32,13,3,1,23,660,0.7491486946651532
1914,0,33,2,2,2,5,3,7,246,1,241,26,18,2,3,26,617,0.7761006289308177
1915,1,34,7,0,1,1,2,2,207,0,200,21,8,1,1,14,500,0.43859649122807015
1916,1,29,2,1,1,0,3,3,245,0,230,30,18,4,2,18,587,0.759379042690815
1917,0,20,0,1,1,4,1,2,221,2,242,32,23,7,1,16,573,0.764
1918,0,59,7,2,0,0,0,1,240,0,220,19,14,4,1,17,584,0.44957659738260203
1919,0,22,3,3,1,2,0,7,262,0,301,32,32,2,3,18,688,0.8171021377672208
1920,1,23,1,2,2,2,1,6,378,1,275,31,25,1,8,26,783,0.772189349112426
1921,3,28,0,3,1,4,2,6,272,2,294,42,20,4,4,19,704,0.7865921787709497
1922,0,24,0,2,3,6,4,5,364,0,294,36,29,6,6,30,809,0.7374658158614403
1923,2,23,3,0,0,7,0,8,311,0,321,33,27,7,7,20,769,0.7576354679802956
1924,0,40,0,0,0,5,1,3,252,0,280,37,23,3,0,24,668,0.7952380952380952
1925,1,20,1,0,0,4,0,12,296,2,316,45,25,3,4,23,752,0.8
1926,1,23,3,1,0,4,1,4,223,0,248,25,26,5,3,31,598,0.7746113989637305
1927,0,20,8,0,4,3,3,7,251,2,306,20,23,4,4,32,687,0.7216386554621849
1928,0,18,0,1,2,5,2,7,231,1,198,20,21,4,1,16,527,0.68
1929,0,22,0,0,0,1,1,3,204,0,148,13,9,2,2,18,423,0.34334415584415584
1930,0,25,2,5,0,2,2,1,394,4,225,31,32,4,6,30,763,0.8074074074074075
1931,1,22,1,2,0,6,1,9,274,0,272,14,25,15,2,25,669,0.7109458023379384
1932,1,12,0,1,2,3,1,4,195,0,146,13,9,8,2,10,407,0.3394495412844037
1933,1,33,3,1,1,4,0,4,267,1,221,36,20,1,2,21,616,0.7633209417596035
1934,0,34,3,0,0,2,1,5,249,2,241,30,17,3,0,13,600,0.7662835249042146
1935,0,24,0,1,1,1,2,8,224,0,285,41,30,7,0,23,647,0.8027295285359801
1936,3,20,1,0,3,2,1,3,216,0,253,29,12,1,0,24,568,0.7845303867403315
1937,1,27,3,2,0,3,7,3,383,2,284,21,8,1,5,17,767,0.8133616118769883
1938,1,49,5,0,2,1,4,2,329,1,263,42,31,4,5,23,762,0.7736040609137056
1939,1,40,5,0,2,1,1,2,351,4,219,35,29,4,4,16,714,0.7368421052631579
1940,1,40,3,1,3,2,0,5,292,1,306,28,15,3,4,28,732,0.760914760914761
1941,1,25,9,1,0,2,0,0,235,1,230,31,11,3,1,25,575,0.7496740547588006
1942,0,39,2,1,3,6,3,2,322,1,253,38,16,3,4,19,712,0.7937569676700111
1943,0,44,11,1,2,3,1,3,311,0,278,22,32,4,0,22,734,0.8219484882418813
1944,2,30,1,5,0,4,4,7,295,1,269,40,27,1,8,34,728,0.7544041450777202
1945,1,29,7,3,2,1,1,2,296,1,278,36,21,6,3,26,713,0.7878453038674034
1946,1,41,4,1,1,2,2,2,334,3,259,41,31,4,1,24,751,0.816304347826087
1947,1,58,3,1,0,2,4,4,372,1,379,52,29,6,8,15,935,0.8237885462555066
1948,0,51,4,0,4,4,0,4,359,0,283,32,21,0,3,14,779,0.8476605005440696
1949,0,22,6,1,1,2,3,5,292,2,299,47,26,6,4,19,735,0.765625
1950,0,40,4,0,1,1,1,3,233,2,195,19,26,2,4,8,539,0.5949227373068433
1951,1,25,1,1,0,2,1,4,179,0,116,19,11,2,0,15,377,0.7377690802348337
1952,3,29,2,2,3,8,1,8,311,1,264,40,22,1,3,19,717,0.7286585365853658
1953,1,26,3,1,3,2,6,6,308,2,292,34,31,4,2,30,751,0.7517517517517518
1954,0,45,2,4,0,3,4,3,360,1,282,25,27,4,3,16,779,0.7592592592592593
1955,1,28,3,4,2,5,2,8,379,2,286,25,33,2,4,23,807,0.7535014005602241
1956,1,35,1,0,1,7,4,10,324,1,228,30,32,13,0,28,715,0.6928294573643411
1957,2,38,3,2,3,2,2,5,347,5,273,31,19,4,8,19,763,0.7266666666666667
1958,0,40,4,1,1,8,1,6,256,0,268,31,27,6,2,24,675,0.7475083056478405
1959,0,21,4,3,3,8,1,4,384,0,318,44,33,4,2,23,852,0.7985004686035614
1960,0,35,3,2,0,2,5,2,315,7,224,40,28,3,1,25,692,0.7193347193347194
1961,0,25,1,1,0,5,4,5,341,6,292,16,19,3,0,25,743,0.7327416173570019
1962,1,31,2,7,1,5,1,7,375,8,215,33,24,2,3,14,729,0.7538779731127198
1963,0,30,1,1,3,2,0,6,236,1,180,20,21,2,1,12,516,0.7068493150684931
1964,0,11,1,0,0,1,0,1,77,0,86,11,11,0,2,6,207,0.3062130177514793
1965,0,17,5,2,2,2,0,2,424,0,225,34,28,3,0,36,780,0.7730426164519326
1966,1,31,4,4,0,1,2,7,413,2,252,40,33,3,4,16,813,0.7962781586679726
1967,2,16,0,1,2,0,3,1,359,1,275,33,22,4,4,18,741,0.78
1968,0,32,4,1,2,0,1,5,372,0,245,38,34,1,3,15,753,0.8675115207373272
1969,1,28,4,1,3,1,1,4,408,3,256,39,37,1,3,12,802,0.8495762711864406
1970,0,28,3,3,2,1,2,5,388,1,268,22,36,2,1,15,777,0.8769751693002258
1971,0,31,4,1,1,0,0,4,467,1,224,42,27,4,6,22,834,0.8290258449304175
1972,1,36,3,3,1,2,1,2,389,0,259,27,25,4,1,16,770,0.7490272373540856
1973,1,25,1,3,1,1,0,3,219,1,270,27,29,5,4,41,631,0.7790123456790123
1974,0,26,1,1,1,6,2,5,222,2,244,34,24,3,2,34,607,0.7447852760736197
1975,1,49,4,3,2,4,3,2,289,0,273,37,21,6,5,50,749,0.7993596584845251
1976,0,27,6,2,2,3,5,5,222,0,297,21,16,5,5,36,652,0.8099378881987578
1977,0,47,0,4,0,0,1,3,347,0,275,41,22,7,5,28,780,0.7807807807807807
1978,0,8,10,3,2,4,3,1,248,0,249,28,25,3,5,26,615,0.7935483870967742
1979,0,41,1,3,2,2,1,5,309,1,339,46,34,1,4,30,819,0.742520398912058
1980,1,38,0,1,1,3,3,2,294,0,313,37,28,3,2,36,762,0.7412451361867705
1981,0,61,2,3,1,4,5,6,328,2,295,34,22,6,3,24,796,0.7566539923954373
1982,0,36,1,3,2,4,2,11,321,4,303,27,23,2,6,33,778,0.7402473834443387
1983,1,51,2,3,2,5,7,5,300,2,297,34,24,2,7,17,759,0.7153628652214892
1984,1,29,2,5,0,2,2,5,335,1,284,25,26,6,1,21,745,0.7129186602870813
1985,0,29,2,2,1,5,2,3,221,0,394,57,9,3,4,50,782,0.771964461994077
1986,1,27,3,1,0,7,3,10,320,3,274,37,27,6,9,30,758,0.7352085354025218
1987,1,22,0,4,0,8,4,3,246,1,317,38,27,2,2,34,709,0.6992110453648915
1988,0,27,1,5,2,7,4,5,278,1,273,47,21,6,5,21,703,0.7502668089647813
1989,0,58,1,2,1,6,3,2,245,1,320,31,33,5,3,23,734,0.7606217616580311
1990,0,25,3,3,1,3,2,4,270,1,311,28,26,6,4,28,715,0.749475890985325
1991,0,15,1,2,0,2,1,4,202,2,274,36,20,5,2,27,593,0.6976470588235294
1992,0,21,3,3,1,2,6,8,223,0,301,26,21,4,1,22,642,0.6837060702875399
1993,0,27,2,0,2,6,2,4,150,1,269,13,22,4,1,28,531,0.6996047430830039
1994,0,32,1,0,2,4,2,6,179,0,290,17,20,6,2,22,583,0.6915776986951364
1995,0,23,3,1,2,7,1,0,263,0,303,38,22,4,1,38,706,0.743940990516333
1996,0,21,5,2,2,6,1,5,260,0,291,37,22,4,3,35,694,0.7282266526757608
1997,2,17,0,0,2,2,3,3,247,1,275,43,15,8,0,19,637,0.8094027954256671
1998,1,26,2,2,3,3,1,6,374,1,227,31,30,4,2,23,736,0.7159533073929961
1999,0,26,0,3,2,2,2,10,378,5,247,35,22,5,3,33,773,0.7653465346534654
2000,0,55,1,2,1,5,3,2,204,0,334,51,28,1,7,38,732,0.7379032258064516
2001,0,32,3,4,0,2,1,6,317,3,383,49,33,3,6,30,872,0.7920072661217076
2002,0,29,3,1,1,2,4,6,277,2,287,55,25,6,3,39,740,0.7497467071935157
2003,0,32,0,1,4,4,1,4,276,4,293,38,33,5,2,20,717,0.717
2004,0,24,0,3,0,5,0,3,290,0,282,39,32,4,2,32,716,0.7600849256900213
2005,0,27,0,2,2,3,3,5,302,0,357,52,34,4,3,29,823,0.8037109375
2006,0,35,2,6,0,0,4,4,247,0,279,51,19,5,4,27,683,0.7726244343891403
2007,0,26,2,1,2,2,0,4,289,2,281,27,23,3,1,21,684,0.7533039647577092
2008,1,23,4,0,1,2,1,5,333,7,289,25,28,0,5,29,753,0.8167028199566161
2009,1,33,0,5,1,1,1,3,255,1,304,49,25,2,7,19,707,0.7701525054466231
2010,0,18,3,2,2,5,3,7,284,1,255,24,12,2,1,32,651,0.6732161323681489
2011,0,29,2,6,2,6,3,3,202,5,241,26,14,7,3,22,571,0.6172972972972973
2012,1,22,0,2,2,9,4,7,225,2,222,28,23,7,2,27,583,0.6302702702702703
2013,0,24,3,0,0,1,1,6,244,1,241,30,20,10,1,22,604,0.7330097087378641
2014,1,32,1,1,3,6,2,3,234,2,290,31,28,6,2,17,659,0.6821946169772257
2015,1,24,5,4,0,2,7,3,255,0,312,25,28,1,4,19,690,0.7255520504731862
2016,0,30,3,0,0,2,0,6,271,0,243,27,16,2,7,13,620,0.7635467980295566
2017,2,39,5,3,0,3,2,4,276,1,308,35,31,4,4,31,748,0.7601626016260162
2018,0,19,2,1,2,3,2,8,267,1,264,39,21,1,11,20,661,0.7973462002412546
2019,0,24,4,1,1,2,6,3,260,1,332,61,27,3,6,31,762,0.8106382978723404
2020,0,27,5,0,2,3,3,5,276,0,270,55,23,3,1,15,688,0.7871853546910755
2021,0,23,5,2,1,0,0,4,289,0,246,31,27,2,5,14,649,0.8215189873417722
2022,0,20,3,0,2,1,3,7,285,0,241,29,19,2,2,20,634,0.763855421686747
2023,0,23,4,0,0,2,2,3,318,0,190,31,22,1,1,10,607,0.7673830594184576
2024,0,26,2,1,1,5,1,5,285,6,294,36,18,3,6,28,717,0.7776572668112798
2025,0,23,3,3,1,0,3,4,376,2,246,37,19,1,5,19,742,0.796137339055794
2026,2,23,3,0,3,2,2,7,285,0,282,41,34,8,4,26,722,0.7689030883919062
2027,1,27,1,0,2,3,3,3,233,0,282,30,29,2,4,39,659,0.7600922722029988
2028,0,31,1,3,1,3,3,5,225,2,281,36,19,10,0,37,657,0.7849462365591398
2029,0,30,2,2,4,4,5,7,244,1,292,28,25,3,3,45,695,0.7473118279569892
2030,0,34,3,2,2,5,2,4,235,0,206,18,25,4,2,24,566,0.6902439024390243
2031,1,33,1,1,1,3,1,3,386,1,267,34,28,0,5,17,782,0.7533718689788054
2032,2,16,4,5,0,2,2,1,322,1,248,37,22,4,2,15,683,0.7431991294885746
2033,0,23,5,0,1,3,4,1,259,1,292,33,20,1,2,25,670,0.7736720554272517
2034,2,35,1,2,2,0,2,3,369,2,254,46,23,1,0,29,771,0.749271137026239
2035,1,23,5,2,2,1,1,6,323,0,306,43,18,4,3,17,755,0.7897489539748954
2036,0,31,10,2,2,1,1,5,277,1,294,50,24,1,3,10,712,0.7486855941114616
2037,0,32,12,0,2,0,2,1,312,0,233,44,14,1,4,11,668,0.8028846153846154
2038,0,24,8,4,1,5,0,3,421,2,193,22,26,0,3,7,719,0.8078651685393259
2039,0,17,5,1,2,1,0,2,289,2,239,49,12,0,1,16,636,0.8238341968911918
2040,0,23,3,0,1,2,1,2,271,0,247,43,15,4,1,8,621,0.8023255813953488
2041,0,13,5,3,1,1,2,2,336,0,154,30,15,1,2,6,571,0.7705802968960864
2042,0,26,9,0,3,0,1,4,379,1,316,37,19,1,4,14,814,0.7826923076923077
2043,3,23,0,4,1,0,2,6,374,0,247,35,20,3,3,20,741,0.78
2044,0,16,4,0,0,1,4,0,234,0,287,47,9,4,3,18,627,0.7473182359952324
2045,1,28,5,1,2,1,1,5,366,2,246,29,18,0,2,8,715,0.7696447793326158
2046,1,25,2,2,1,2,0,1,427,0,226,18,29,4,4,22,764,0.7556874381800198
2047,1,13,1,2,2,3,2,5,291,0,232,22,28,6,0,16,624,0.7164179104477612
2048,1,20,0,1,3,7,3,7,243,2,245,31,24,7,3,58,655,0.7253599114064231
2049,2,18,1,3,1,4,4,4,335,0,239,43,31,0,4,26,715,0.7502623294858342
2050,1,41,2,3,1,4,3,2,263,1,330,33,27,4,2,30,747,0.7685185185185185
2051,0,23,2,2,2,3,1,2,286,3,401,41,23,5,4,48,846,0.8003784295175024
2052,0,27,2,2,0,4,3,5,255,1,355,56,20,6,20,45,801,0.7614068441064639
2053,1,39,2,3,3,2,1,5,279,0,344,42,38,4,6,45,814,0.7353206865401988
2054,0,28,1,2,1,2,1,5,295,0,292,41,29,2,3,19,721,0.7456049638055843
2055,0,14,2,0,3,0,1,3,231,0,212,22,20,5,1,15,529,0.7110215053763441
2056,1,22,0,1,1,2,0,3,283,2,221,27,39,0,1,29,632,0.7831474597273854
2057,0,16,1,2,0,2,0,11,219,0,124,13,10,1,1,15,415,0.7450628366247756
2058,0,52,1,2,0,11,7,9,339,0,220,25,30,2,0,18,716,0.7544783983140148
2059,0,38,1,2,2,8,4,7,383,6,243,28,29,1,4,18,774,0.7288135593220338
2060,1,42,3,2,2,5,7,5,435,0,175,24,34,3,0,16,754,0.7013953488372093
2061,0,62,3,1,1,14,4,6,294,1,290,43,42,6,6,29,802,0.7778855480116392
2062,4,79,2,0,0,9,3,7,333,0,220,20,27,7,3,27,741,0.7899786780383795
2063,1,48,4,4,1,4,3,12,342,2,200,34,19,1,0,14,689,0.7530054644808744
2064,0,6,1,0,0,0,0,1,134,1,60,20,8,0,0,6,237,0.19506172839506172
2065,0,89,3,0,1,0,0,2,360,3,177,24,11,2,0,12,684,0.8221153846153846
2066,0,28,2,0,0,1,0,3,305,2,204,31,15,0,0,13,604,0.7072599531615925
2067,0,62,6,2,0,3,3,6,409,1,224,26,34,4,3,19,802,0.7801556420233463
2068,0,22,6,5,2,4,4,12,344,1,309,42,30,5,2,24,812,0.7645951035781544
2069,0,26,0,0,2,3,4,7,341,3,318,21,23,2,3,19,772,0.7829614604462475
2070,1,46,2,1,4,6,5,6,400,1,297,39,32,5,2,28,875,0.8012820512820513
2071,0,21,0,3,1,5,1,9,306,0,231,37,23,5,3,23,668,0.6398467432950191
2072,0,33,1,5,0,2,3,8,379,3,203,33,27,4,1,11,713,0.7861080485115767
2073,1,26,4,2,0,7,1,7,393,0,218,26,27,3,1,33,749,0.7550403225806451
2074,0,27,0,0,0,4,6,4,352,1,209,34,42,5,1,19,704,0.7521367521367521
2075,0,26,0,1,1,5,4,1,340,1,191,21,22,5,4,26,648,0.4180645161290323
2076,0,39,1,3,1,3,0,7,366,0,212,27,24,3,5,28,719,0.720440881763527
2077,0,47,1,3,1,4,1,5,408,1,279,25,28,3,3,22,831,0.8147058823529412
2078,1,65,3,3,0,4,4,6,356,1,284,43,30,2,2,16,820,0.7976653696498055
2079,1,30,2,3,0,3,5,5,341,3,260,28,24,1,3,15,724,0.7589098532494759
2080,0,27,2,0,1,7,2,10,425,1,263,26,32,0,2,23,821,0.7737983034872762
2081,2,37,1,2,1,2,8,4,460,3,215,57,40,2,3,17,854,0.7849264705882353
2082,0,27,2,2,2,7,4,3,400,2,235,20,20,5,0,19,748,0.7472527472527473
2083,0,40,1,4,2,6,10,5,409,1,279,40,24,7,2,11,841,0.7779833487511564
2084,1,27,0,2,0,0,4,4,355,0,306,38,38,2,7,10,794,0.7441424554826617
2085,0,39,2,2,0,3,2,5,425,2,260,33,22,6,2,16,819,0.783732057416268
2086,0,35,2,3,2,4,4,6,343,2,250,34,30,7,2,14,738,0.7365269461077845
2087,0,31,1,3,1,2,1,2,303,1,308,37,27,5,3,26,751,0.779045643153527
2088,2,39,0,1,1,1,2,4,323,0,321,26,24,5,0,31,780,0.7386363636363636
2089,1,62,2,1,0,1,3,7,324,2,238,45,47,6,2,15,756,0.7575150300601202
2090,1,48,1,0,2,3,0,2,274,0,228,26,23,5,3,32,648,0.7921760391198044
2091,0,51,1,2,1,2,4,4,292,1,241,28,21,5,0,26,679,0.7895348837209303
