SEZIONE,LIBERALI PER L'ITALIA - PLI,FARE PER FERMARE IL DECLINO,STAMINALI D'ITALIA,MODERATI ITALIANI IN RIVOLUZIONE - ROSA TRICOLORE,INTESA POPOLARE,LA DESTRA,IL POPOLO DELLA LIBERTA',LEGA NORD,GRANDE SUD - MPA,FRATELLI D'ITALIA CENTRODESTRA NAZIONALE,MOVIMENTO PROGETTO ITALIA - MID,MOVIMENTO 5 STELLE,SCELTA CIVICA CON MONTI PER L'ITALIA,FUTURO E LIBERTA' PER L'ITALIA,UNIONE DEI DEMOCRATICI CRISTIANI E DEMOCRATICI DI CENTRO (UDC),SINISTRA ECOLOGIA LIBERTA',PARTITO DEMOCRATICO,CENTRO DEMOCRATICO,PARTITO COMUNISTA DEI LAVORATORI,FORZA NUOVA,AMNISTIA GIUSTIZIA E LIBERTA',CASAPOUND ITALIA,RIVOLUZIONE CIVILE INGROIA,MOVIMENTO SOCIALE FIAMMA TRICOLORE,UNIONE POPOLARE,TOTALE,TOTALE_ISCRITTI,AFFLUENZA
194,2,0,0,0,0,10,87,1,0,13,0,170,19,1,5,55,184,5,6,0,1,2,13,2,1,577,742,0.7776280323450134
195,0,1,0,0,0,7,52,1,0,5,1,126,12,0,2,21,171,1,1,0,1,1,10,1,0,414,646,0.6408668730650154
196,0,1,1,0,0,7,65,0,1,5,0,114,24,3,2,8,148,0,4,1,2,1,10,1,1,399,615,0.6487804878048781
197,1,1,0,1,0,13,96,0,0,8,1,168,17,4,1,28,223,1,2,1,3,4,18,3,3,597,820,0.7280487804878049
198,0,0,0,0,0,0,11,83,0,0,14,231,14,1,2,9,240,19,1,7,1,1,5,26,1,666,982,0.6782077393075356
199,0,1,2,1,0,4,41,1,1,6,0,173,20,0,5,43,226,3,6,3,1,5,22,0,0,564,780,0.7230769230769231
200,1,4,0,0,1,9,111,1,0,10,0,158,39,2,4,28,207,0,1,2,5,4,29,4,1,621,832,0.7463942307692307
201,0,4,0,0,0,14,123,1,2,23,0,237,42,5,4,39,295,2,2,5,3,1,24,1,0,827,1052,0.7861216730038023
202,2,5,0,0,1,7,123,0,0,13,1,234,45,3,4,41,184,0,4,0,1,2,27,2,0,699,963,0.7258566978193146
203,0,12,0,1,0,11,126,0,0,30,1,182,57,5,10,23,245,0,3,1,2,3,21,1,1,735,897,0.8193979933110368
204,2,3,0,0,0,14,113,1,1,23,1,201,40,6,4,25,196,4,3,4,0,5,15,3,0,664,772,0.8601036269430051
205,1,0,0,1,0,12,89,0,1,13,0,190,33,7,10,26,179,1,2,1,2,5,22,0,3,598,862,0.6937354988399071
206,2,3,0,0,0,8,106,0,0,18,0,161,40,4,11,25,188,3,3,3,0,1,18,1,0,595,785,0.7579617834394905
207,1,12,0,0,0,16,157,1,0,26,0,154,85,2,6,37,222,1,1,3,6,1,24,1,0,756,955,0.7916230366492146
208,4,8,0,0,0,11,140,2,0,24,2,168,74,4,1,28,213,3,1,2,0,1,22,1,0,709,918,0.7723311546840959
209,0,5,0,1,4,21,122,0,0,42,0,163,50,3,12,27,216,1,1,3,2,1,17,0,0,691,889,0.7772778402699663
210,1,4,0,2,0,7,110,1,0,15,1,157,69,5,7,28,189,1,0,4,1,6,30,1,0,639,839,0.7616209773539928
211,1,12,0,1,0,7,125,1,0,30,0,144,73,8,9,26,226,0,2,4,0,5,14,1,0,689,867,0.7946943483275664
212,2,13,0,0,1,14,136,1,0,26,0,188,45,12,5,47,245,1,2,4,3,1,18,1,0,765,960,0.796875
213,0,8,0,3,0,5,117,0,1,26,0,167,70,5,6,53,205,0,0,1,2,5,19,1,0,694,906,0.7660044150110376
214,1,8,0,0,1,20,110,3,0,30,0,103,47,1,3,37,223,0,0,1,0,2,16,0,0,606,755,0.8026490066225166
215,0,14,0,1,0,14,163,0,0,18,0,125,74,4,8,43,193,2,0,0,4,5,12,0,0,680,841,0.8085612366230678
216,0,9,0,0,0,10,112,1,0,21,0,136,58,6,8,40,220,0,1,2,4,4,17,0,0,649,876,0.7408675799086758
217,0,3,0,9,0,3,123,2,0,19,2,154,48,0,9,41,198,3,1,0,3,1,17,1,0,637,818,0.7787286063569682
218,1,5,0,2,0,25,136,0,1,25,0,143,43,3,7,44,172,2,1,4,1,1,11,1,0,628,803,0.7820672478206725
219,0,8,0,0,0,9,129,0,0,11,0,191,63,7,5,47,212,1,0,3,0,2,30,1,0,719,943,0.7624602332979852
220,1,5,0,0,0,6,91,0,0,16,1,150,53,6,5,33,182,0,1,1,2,3,17,2,0,575,754,0.7625994694960212
221,1,9,0,0,1,5,137,0,0,14,0,136,72,7,11,28,238,0,1,2,2,2,18,1,0,685,882,0.7766439909297053
222,2,6,0,1,0,9,182,0,0,29,0,139,69,1,6,50,271,1,3,1,3,4,11,5,0,793,966,0.8209109730848861
223,0,7,0,0,3,9,129,3,0,17,1,120,58,6,6,25,225,1,0,1,1,6,20,0,0,638,830,0.7686746987951807
224,2,5,0,0,1,6,129,1,2,23,0,159,80,7,9,39,238,2,0,0,3,5,13,1,0,725,883,0.8210645526613817
225,2,15,0,1,0,10,117,1,0,22,1,191,86,4,8,35,214,1,1,1,0,2,29,1,0,742,939,0.7902023429179978
226,3,12,1,0,1,11,144,1,0,26,0,218,81,12,13,43,273,4,1,5,4,6,23,1,0,883,1099,0.8034576888080073
227,1,9,0,0,0,6,79,2,0,12,0,113,68,5,6,29,154,1,3,1,2,7,21,0,0,519,645,0.8046511627906977
228,1,3,0,0,1,14,97,0,1,14,0,164,40,2,8,33,215,3,2,2,0,3,22,4,0,629,845,0.744378698224852
229,0,9,1,1,0,9,86,0,0,31,0,179,54,6,14,49,226,3,2,2,3,9,17,1,2,704,863,0.8157589803012746
230,1,11,0,0,0,9,141,1,1,27,0,154,58,4,5,33,226,5,0,1,2,5,21,2,0,707,967,0.7311271975180972
231,1,10,1,0,0,8,113,0,0,13,1,132,81,14,12,35,270,5,1,1,4,1,19,0,0,722,934,0.7730192719486081
232,1,9,0,1,2,15,149,4,0,30,1,104,81,7,9,21,206,1,0,1,2,5,8,0,0,657,884,0.7432126696832579
233,1,9,0,0,0,11,172,2,1,23,0,169,81,4,11,34,233,1,2,0,2,2,14,0,0,772,979,0.7885597548518897
234,2,8,0,3,0,8,165,1,1,32,0,140,111,11,11,38,245,1,1,1,0,6,15,1,0,801,971,0.8249227600411947
235,0,14,0,0,1,14,122,2,0,37,0,173,55,3,8,63,229,2,3,2,2,1,33,2,1,767,998,0.7685370741482966
236,2,10,0,1,0,17,101,1,0,26,0,171,53,8,9,49,212,1,0,3,1,2,29,3,0,699,889,0.7862767154105736
237,0,9,0,4,1,7,97,1,0,23,0,163,64,1,7,32,216,6,2,1,4,2,31,0,0,671,834,0.8045563549160671
238,1,13,0,0,0,9,116,1,0,24,1,122,59,9,12,40,290,2,0,2,1,1,23,2,0,728,856,0.8504672897196262
239,2,12,0,0,1,11,92,0,0,18,0,152,95,4,10,35,253,1,0,0,5,7,19,0,0,717,886,0.809255079006772
240,0,9,0,0,0,16,90,1,0,30,0,199,61,2,12,60,251,3,2,1,2,5,27,4,0,775,979,0.7916241062308478
241,0,2,0,1,0,8,105,0,0,11,0,188,44,5,4,34,234,0,5,3,2,4,18,1,1,670,934,0.7173447537473233
242,2,4,0,0,0,14,93,0,4,31,0,226,59,11,7,38,182,1,5,7,3,7,23,1,0,718,988,0.7267206477732794
243,0,6,0,1,0,11,137,0,0,21,1,204,67,2,8,41,265,3,5,0,3,2,27,2,0,806,1015,0.7940886699507389
244,1,13,1,2,1,13,150,0,1,32,0,247,68,2,13,40,216,1,0,3,3,11,29,0,0,847,1071,0.7908496732026143
245,1,3,0,0,0,14,106,0,0,19,0,226,55,4,5,28,195,2,5,2,2,0,30,1,0,698,917,0.7611777535441657
246,0,6,0,1,0,11,62,0,0,24,0,173,35,4,9,81,320,2,1,0,0,6,43,3,0,781,925,0.8443243243243244
247,0,3,0,0,0,9,94,0,0,24,0,134,45,4,7,35,270,4,1,1,1,3,19,1,0,655,776,0.8440721649484536
248,1,2,0,1,1,7,118,1,0,16,0,198,54,3,4,41,225,1,0,5,3,6,32,2,0,721,919,0.7845484221980413
249,0,9,0,2,0,10,116,0,0,20,1,143,67,2,7,42,261,0,3,0,0,2,26,2,0,713,844,0.8447867298578199
250,1,5,0,0,0,9,89,0,0,16,0,178,64,5,6,34,279,2,2,0,3,6,21,1,1,722,931,0.7755102040816326
251,2,10,0,0,0,14,109,2,1,12,3,205,65,3,14,73,332,3,0,1,0,0,15,1,0,865,1000,0.865
252,0,7,0,1,0,10,124,0,0,20,1,200,34,4,2,49,226,0,2,4,4,5,29,0,1,723,998,0.7244488977955912
253,1,1,0,0,0,8,52,0,0,6,1,83,12,2,2,10,75,1,1,0,37,5,5,0,0,302,321,0.940809968847352
254,0,0,0,0,0,9,132,1,0,19,0,263,25,4,8,41,189,3,2,1,5,9,27,4,1,743,1045,0.7110047846889952
255,1,3,0,0,1,5,102,1,2,23,1,206,47,2,5,41,199,5,1,4,4,5,26,1,1,686,928,0.7392241379310345
256,1,1,0,0,0,12,144,3,0,33,2,167,33,3,8,30,178,2,2,2,44,3,20,3,0,691,844,0.8187203791469194
257,3,4,0,2,1,13,110,0,0,48,2,224,56,3,10,41,276,0,4,4,72,2,22,3,1,901,976,0.923155737704918
258,2,5,0,5,0,19,104,0,0,27,0,249,44,3,5,37,180,1,2,1,2,10,32,1,0,729,974,0.7484599589322382
259,0,5,0,1,0,13,79,0,0,22,0,162,31,1,12,21,144,5,2,2,0,6,15,2,1,524,719,0.7287899860917941
260,1,0,0,0,1,12,62,2,1,40,1,191,30,1,4,23,155,1,5,1,2,0,20,1,1,555,817,0.6793145654834761
261,0,5,0,0,0,13,77,0,0,22,1,147,37,3,4,21,189,4,1,0,1,7,12,0,0,544,710,0.7661971830985915
262,2,6,0,2,0,10,108,0,0,37,0,242,67,6,12,37,221,3,2,2,3,2,16,0,0,778,913,0.8521358159912377
263,1,6,0,0,1,7,82,1,1,22,4,252,43,5,7,51,229,2,0,5,4,4,23,0,0,750,867,0.8650519031141869
264,3,10,0,2,0,20,199,1,0,20,1,236,50,2,3,33,153,1,1,5,4,4,20,3,1,772,1028,0.7509727626459144
265,1,5,0,1,2,9,105,0,0,38,0,223,49,6,11,47,222,1,4,2,0,4,26,0,2,758,917,0.826608505997819
266,0,4,0,0,3,17,112,2,0,32,0,189,72,5,12,33,188,6,0,3,0,1,20,2,0,701,847,0.8276269185360094
267,0,6,0,2,0,7,129,0,0,30,1,182,66,4,7,26,149,5,1,4,0,4,16,0,0,639,780,0.8192307692307692
268,1,6,0,1,1,12,130,0,0,23,0,226,35,3,15,31,222,1,4,1,3,3,21,3,3,745,1001,0.7442557442557443
269,1,2,0,0,2,6,109,1,1,26,1,200,51,3,7,25,180,6,1,1,2,6,18,2,0,651,882,0.7380952380952381
270,0,4,0,0,0,8,100,0,0,17,0,200,34,7,13,27,170,2,1,0,0,9,13,1,0,606,760,0.7973684210526316
271,1,1,0,0,1,12,77,2,0,9,0,155,17,5,3,17,169,1,2,0,1,0,9,0,2,484,725,0.6675862068965517
272,3,0,0,0,0,11,80,0,1,10,0,132,19,1,6,10,158,2,4,3,6,3,6,1,0,456,713,0.6395511921458625
273,2,0,0,0,0,11,75,0,0,7,1,195,15,0,0,14,167,1,2,6,4,1,20,3,1,525,835,0.6287425149700598
274,5,2,0,0,0,5,65,0,0,6,0,179,18,1,0,22,160,0,5,3,4,8,22,2,1,508,728,0.6978021978021978
275,1,1,0,1,0,5,66,2,0,13,1,159,19,3,4,6,165,1,3,0,1,2,15,1,0,469,780,0.6012820512820513
276,3,0,0,0,0,9,84,0,1,9,0,176,14,1,11,21,168,2,12,4,3,2,8,4,1,533,815,0.6539877300613497
277,0,6,0,1,0,12,100,1,1,12,0,197,45,3,4,24,177,0,1,2,1,3,18,2,0,610,848,0.7193396226415094
278,1,2,0,0,0,18,98,1,0,28,3,217,40,6,16,35,219,0,1,1,2,5,27,4,1,725,911,0.7958287596048299
279,1,1,0,0,1,9,90,1,0,10,0,171,12,1,6,15,202,0,6,1,4,3,7,1,0,542,890,0.6089887640449438
280,0,1,0,0,1,7,94,2,0,11,1,227,7,2,1,20,161,1,7,5,5,2,24,3,1,583,1049,0.555767397521449
281,0,2,0,0,0,6,79,0,0,8,0,244,14,2,4,25,181,2,8,2,4,2,5,1,0,589,955,0.6167539267015707
282,1,1,0,0,1,7,70,0,0,19,1,197,26,1,6,9,218,3,5,0,6,3,5,2,2,583,891,0.654320987654321
283,1,4,0,0,1,10,57,2,0,5,0,157,15,2,3,5,163,6,2,1,2,2,3,2,1,444,656,0.676829268292683
284,4,5,0,5,0,4,123,0,0,22,0,210,38,6,7,22,216,2,2,4,2,2,16,3,1,694,1007,0.689175769612711
285,1,5,0,0,0,12,142,2,0,35,0,219,87,0,6,48,242,1,0,1,2,3,31,1,0,838,1075,0.7795348837209303
286,0,11,0,0,0,13,68,1,0,16,0,171,71,2,5,46,261,2,1,2,4,2,28,3,1,708,911,0.7771679473106476
287,0,10,0,0,0,15,114,0,0,10,0,137,53,3,3,44,181,1,1,0,1,0,22,0,0,595,781,0.7618437900128041
288,1,9,0,2,0,10,66,1,0,19,0,106,70,5,8,25,164,0,0,0,3,0,11,0,0,500,638,0.7836990595611285
289,3,11,0,0,1,13,120,2,1,23,0,166,86,5,7,23,195,1,1,0,4,2,11,1,0,676,855,0.7906432748538011
290,1,24,0,1,0,17,131,0,0,48,0,118,114,2,7,27,218,1,1,3,1,1,13,0,0,728,881,0.8263337116912599
291,2,4,0,1,3,12,132,0,0,22,1,175,73,11,5,30,190,2,2,2,1,1,21,0,0,690,873,0.7903780068728522
292,1,1,0,1,0,14,75,0,0,13,0,151,26,5,5,18,155,1,1,0,2,2,15,0,0,486,675,0.72
293,0,5,0,0,4,7,126,4,0,21,0,134,55,3,2,26,195,5,0,2,4,3,23,1,0,620,793,0.7818411097099621
294,1,6,0,2,0,10,67,2,0,9,1,152,54,3,3,30,229,0,1,0,2,0,19,1,0,592,728,0.8131868131868132
295,1,10,0,0,0,5,87,0,0,17,0,111,74,5,7,31,184,2,0,1,5,3,10,1,0,554,674,0.8219584569732937
296,2,8,1,1,1,9,97,1,0,21,0,154,56,3,6,21,267,2,1,1,5,3,7,0,0,667,836,0.7978468899521531
297,2,8,0,0,0,8,96,1,0,17,2,171,66,3,4,38,187,5,2,3,1,0,10,0,1,625,762,0.8202099737532809
298,3,10,0,1,2,17,136,4,0,25,0,135,71,4,5,28,195,2,1,5,3,3,16,0,0,666,808,0.8242574257425742
299,2,6,0,1,0,8,83,0,0,14,0,85,47,3,5,20,135,1,0,1,0,1,12,1,0,425,563,0.7548845470692718
300,1,9,0,0,0,10,105,0,0,18,0,118,72,5,14,25,245,2,0,0,1,5,10,0,0,640,796,0.8040201005025126
301,0,2,0,0,0,7,93,7,0,25,0,112,76,3,4,38,204,1,1,2,3,0,18,0,0,596,730,0.8164383561643835
302,1,10,0,0,0,10,85,0,0,19,0,148,70,5,8,28,207,2,0,0,1,2,22,0,0,618,802,0.770573566084788
303,0,6,1,1,0,6,92,0,0,16,1,138,58,5,7,28,196,2,1,2,2,2,15,1,1,581,750,0.7746666666666666
304,0,6,0,0,1,8,99,0,0,17,0,145,44,7,4,36,161,4,0,3,3,5,15,1,0,559,706,0.7917847025495751
305,1,3,0,0,0,4,88,0,0,9,0,144,48,1,7,33,171,2,1,3,0,2,21,1,0,539,691,0.7800289435600579
306,0,5,0,0,0,8,106,1,0,14,2,89,68,5,6,19,193,0,1,0,3,3,10,0,0,533,719,0.741307371349096
307,2,1,0,0,0,5,95,0,0,8,0,129,38,6,5,22,171,3,4,1,4,4,18,1,1,518,724,0.7154696132596685
308,0,6,0,0,1,15,110,3,0,17,0,174,53,4,10,33,242,2,3,3,1,3,16,0,0,696,868,0.8018433179723502
309,0,5,0,1,0,8,124,1,0,27,0,189,128,3,10,37,235,3,0,1,2,3,17,3,1,798,982,0.8126272912423625
310,1,8,0,0,0,5,121,1,0,21,0,179,99,10,10,60,278,5,2,3,4,0,24,0,0,831,1008,0.8244047619047619
311,0,2,0,0,0,13,184,1,0,18,0,306,57,4,6,32,179,7,1,1,0,4,15,2,1,833,1100,0.7572727272727273
312,1,9,0,0,0,17,147,0,1,22,0,170,47,6,5,45,225,5,1,0,2,5,31,1,0,740,948,0.7805907172995781
313,1,3,0,0,1,14,123,2,2,11,0,178,24,1,2,32,183,0,2,2,2,1,25,3,0,612,865,0.707514450867052
314,2,11,0,6,0,9,214,1,1,26,0,236,54,2,4,20,154,2,0,0,2,2,16,0,0,762,980,0.7775510204081633
315,2,8,1,0,0,17,125,2,0,8,2,168,62,5,12,21,226,1,2,3,0,3,19,0,1,688,968,0.7107438016528925
316,0,2,0,0,0,13,124,0,0,17,1,162,44,0,6,25,276,4,3,1,0,1,14,3,0,696,992,0.7016129032258065
317,4,3,0,5,0,8,98,0,0,29,1,196,46,3,9,38,222,3,5,1,0,2,30,2,0,705,993,0.7099697885196374
318,0,5,0,0,0,9,85,0,0,13,0,116,41,1,15,43,220,1,0,3,1,6,27,0,1,587,769,0.7633289986996099
319,1,5,0,0,0,13,105,0,0,11,1,146,20,3,8,19,126,3,5,5,0,3,21,2,1,498,762,0.6535433070866141
320,2,1,0,1,0,13,93,1,0,3,1,161,20,5,7,10,135,4,6,1,2,6,10,2,1,485,767,0.6323337679269883
321,1,0,0,0,0,10,111,0,0,4,1,134,19,6,4,15,119,1,5,4,1,3,14,2,0,454,761,0.5965834428383706
322,1,3,0,0,0,7,56,0,0,6,0,85,24,1,4,12,120,0,1,1,0,2,6,0,0,329,473,0.6955602536997886
323,2,7,0,1,0,15,117,1,0,5,0,167,43,7,8,15,134,1,2,2,2,4,12,1,0,546,766,0.7127937336814621
324,0,4,0,0,0,12,97,2,0,16,0,188,52,11,6,20,150,1,4,1,2,5,8,2,0,581,750,0.7746666666666666
325,1,6,1,0,1,16,104,1,0,9,2,167,37,6,5,26,162,5,1,1,2,8,14,2,0,577,791,0.729456384323641
326,1,3,0,0,1,14,98,0,0,17,2,169,22,2,2,15,125,1,6,4,2,6,15,0,1,506,765,0.661437908496732
327,0,6,0,1,0,12,134,0,1,10,1,186,31,4,7,13,139,2,7,1,1,8,10,1,1,576,893,0.64501679731243
328,1,2,3,0,0,14,132,1,0,11,1,222,53,6,8,27,176,4,6,2,6,8,26,0,2,711,925,0.7686486486486487
329,0,10,0,0,0,15,97,0,0,23,0,256,52,3,4,42,226,4,2,4,1,5,13,3,0,760,931,0.8163265306122449
330,1,4,0,0,0,7,84,1,0,18,1,226,43,4,5,40,179,0,2,3,2,3,22,1,0,646,768,0.8411458333333334
331,1,8,0,0,0,10,94,2,0,35,3,266,53,10,13,29,262,2,4,5,2,3,29,0,0,831,1003,0.8285144566301097
332,2,2,0,5,0,11,127,1,0,20,1,274,34,3,6,40,166,3,1,3,5,1,27,1,0,733,1042,0.7034548944337812
333,0,1,0,2,1,23,152,0,0,14,3,222,41,1,5,11,192,0,3,4,0,6,29,2,0,712,991,0.7184661957618567
334,3,1,0,2,2,9,164,2,0,20,0,187,41,10,10,18,206,0,1,5,2,9,11,2,0,705,948,0.7436708860759493
335,3,2,1,0,1,5,161,0,0,12,0,220,49,4,11,29,186,0,6,2,2,7,24,2,1,728,1000,0.728
336,2,6,1,0,1,17,136,0,0,15,1,217,26,5,3,16,149,0,1,1,1,7,21,2,1,629,822,0.7652068126520681
337,5,1,0,0,0,13,151,1,0,19,1,202,36,2,4,16,240,1,2,2,3,5,15,2,0,721,1040,0.6932692307692307
338,4,1,0,2,1,15,163,0,0,15,1,171,32,1,7,17,126,4,2,8,1,5,9,3,1,589,803,0.7334993773349938
339,2,3,0,1,1,8,136,0,0,12,0,280,61,5,5,30,208,1,2,2,5,2,28,3,1,796,1042,0.763915547024952
340,0,1,0,0,0,11,95,0,0,12,1,176,32,2,2,35,186,7,4,1,2,3,18,2,1,591,812,0.7278325123152709
341,0,3,0,0,0,19,152,0,1,13,1,158,27,2,12,7,101,2,3,1,2,1,18,1,1,525,791,0.6637168141592921
342,1,6,0,0,1,22,190,2,0,24,1,182,45,6,4,25,177,3,0,0,1,4,17,0,0,711,907,0.7839029768467475
343,0,4,1,0,0,4,123,2,0,19,1,182,51,6,7,35,206,3,1,2,2,0,28,0,0,677,855,0.791812865497076
344,2,8,1,0,1,5,112,0,0,17,3,170,77,5,10,34,225,2,0,1,2,5,29,1,0,710,878,0.8086560364464692
345,1,5,0,1,2,8,82,0,0,27,0,188,55,5,3,43,226,2,0,0,1,5,29,0,0,683,838,0.815035799522673
346,1,5,0,0,1,13,77,0,0,11,0,194,30,1,4,32,167,3,6,1,3,7,15,2,1,574,756,0.7592592592592593
347,1,11,0,3,0,7,117,3,1,20,1,175,75,3,2,53,277,0,0,0,2,8,31,0,0,790,944,0.836864406779661
348,1,8,0,0,0,10,75,3,0,14,0,157,77,3,4,74,317,2,0,4,0,2,17,2,0,770,960,0.8020833333333334
349,0,11,0,3,0,10,130,1,0,16,0,187,72,2,6,54,245,1,0,3,2,3,25,3,0,774,959,0.8070907194994786
350,2,0,0,0,0,12,104,0,0,15,0,167,39,4,7,18,134,2,2,2,2,4,18,1,2,535,815,0.656441717791411
351,2,7,0,2,1,11,108,2,0,15,2,243,39,5,4,30,236,1,2,0,3,3,16,6,1,739,947,0.7803590285110876
352,2,3,0,2,0,8,134,0,1,14,1,201,25,8,9,26,153,2,0,2,0,4,36,1,1,633,814,0.7776412776412777
353,1,9,0,1,0,8,138,2,1,14,0,209,23,9,3,41,182,2,3,2,4,4,33,0,1,690,911,0.7574094401756312
354,2,1,0,0,1,10,101,0,0,8,5,148,14,2,4,10,113,2,3,0,2,4,8,0,1,439,715,0.6139860139860139
355,2,3,1,0,1,9,109,0,0,16,1,197,48,0,7,35,188,2,4,2,5,3,26,3,2,664,932,0.7124463519313304
356,0,7,0,0,0,13,92,1,1,10,0,98,28,2,2,14,103,1,1,2,1,3,11,1,0,391,569,0.687170474516696
357,2,0,0,0,2,11,103,0,0,11,0,189,22,1,2,18,145,2,2,7,4,2,11,3,0,537,731,0.7346101231190151
358,2,4,0,0,0,15,121,0,1,20,0,288,64,1,6,29,195,2,2,0,8,4,22,0,0,784,1043,0.7516778523489933
359,1,4,0,0,1,12,127,0,0,19,0,198,55,1,3,24,184,0,4,5,2,2,14,3,0,659,843,0.7817319098457889
360,2,14,0,0,0,7,184,0,1,30,1,200,78,4,3,14,158,1,1,3,4,2,5,1,0,713,1013,0.7038499506416585
361,3,9,0,0,0,10,116,1,0,24,0,180,77,3,7,26,145,2,1,2,2,4,8,1,0,621,804,0.7723880597014925
362,3,1,0,1,0,6,164,0,2,13,0,223,36,5,11,23,173,1,3,4,2,2,13,3,0,689,922,0.7472885032537961
363,2,7,0,0,0,6,109,1,0,19,0,238,59,5,8,20,180,1,0,0,0,2,12,1,0,670,821,0.8160779537149817
364,0,18,0,1,0,6,141,2,0,39,0,266,82,7,11,46,219,2,3,3,6,1,18,0,1,872,1112,0.7841726618705036
365,0,12,0,0,0,8,93,2,0,20,0,196,49,6,6,35,193,0,0,1,2,1,20,2,0,646,771,0.8378728923476005
366,2,5,1,0,1,20,152,0,0,18,2,221,44,2,9,42,222,1,2,2,3,4,18,1,0,772,1034,0.746615087040619
367,1,1,0,2,0,12,131,0,0,25,1,202,53,4,14,38,216,1,3,3,4,3,16,1,0,731,917,0.797164667393675
368,0,1,1,0,3,13,94,0,0,12,2,171,32,4,6,31,157,0,4,3,6,4,19,2,0,565,875,0.6457142857142857
369,2,1,0,1,0,8,131,0,0,14,1,215,38,4,4,22,178,3,1,1,4,3,17,4,0,652,970,0.6721649484536083
370,1,2,2,1,0,17,200,1,0,14,0,142,46,9,7,7,84,2,2,2,1,2,13,1,2,558,827,0.6747279322853688
371,1,0,0,0,0,15,124,1,0,13,1,154,30,4,7,14,138,2,5,4,4,6,12,3,0,538,783,0.6871008939974457
372,1,18,1,0,3,18,212,2,0,35,1,330,64,6,18,42,210,3,1,1,1,1,18,1,1,988,1230,0.8032520325203252
373,2,0,0,3,0,19,184,2,0,14,2,357,36,4,5,36,188,2,3,8,0,3,15,1,0,884,1148,0.7700348432055749
374,1,5,1,1,0,7,128,2,0,16,0,253,25,3,8,32,180,1,8,3,1,3,26,3,1,708,978,0.7239263803680982
375,2,7,0,0,2,27,140,1,1,13,1,217,29,0,10,20,176,3,5,5,3,2,21,7,2,694,1116,0.6218637992831542
376,1,3,1,0,0,16,230,0,0,40,1,176,35,4,8,22,131,2,1,0,1,0,22,2,0,696,904,0.7699115044247787
377,1,3,0,0,1,4,101,1,1,14,1,252,44,8,3,35,215,0,2,4,2,5,10,0,0,707,887,0.7970687711386697
378,0,0,0,0,0,12,96,1,0,20,0,232,32,5,5,15,164,0,1,2,0,6,16,1,0,608,726,0.837465564738292
379,0,7,0,0,0,10,93,1,2,24,0,283,48,6,11,31,208,4,1,2,3,6,21,1,1,763,920,0.8293478260869566
380,0,4,0,0,0,13,96,0,0,20,0,290,45,3,3,21,211,3,3,1,0,1,21,1,0,736,915,0.8043715846994536
381,2,5,0,0,0,11,95,0,0,23,2,251,28,3,5,30,200,3,4,5,0,1,19,0,0,687,890,0.7719101123595505
382,2,6,1,0,1,10,64,0,0,12,0,207,20,0,2,31,134,0,1,0,1,5,19,0,0,516,672,0.7678571428571429
383,1,2,1,0,0,7,88,0,0,9,0,195,29,3,3,35,208,4,4,2,1,1,13,0,0,606,819,0.73992673992674
384,4,3,1,0,1,14,153,0,0,11,0,254,58,3,3,28,189,4,1,2,3,3,13,2,0,750,983,0.762970498474059
385,1,10,0,0,1,11,126,0,2,16,1,378,42,7,11,36,204,4,4,2,2,3,34,2,1,898,1128,0.7960992907801419
386,0,5,0,1,0,11,88,1,0,13,0,194,12,5,3,15,129,0,0,0,1,2,19,2,1,502,658,0.7629179331306991
387,0,6,0,0,0,10,173,0,0,28,4,311,38,7,7,28,216,1,4,3,3,1,16,2,0,858,1203,0.713216957605985
388,1,10,0,0,1,17,232,1,0,36,0,269,41,5,5,23,184,3,1,7,0,10,10,3,1,860,1110,0.7747747747747747
389,2,4,1,0,1,24,176,0,0,30,0,317,50,2,7,20,208,2,3,3,2,8,19,6,1,886,1152,0.7690972222222222
390,3,3,3,1,3,21,192,0,0,31,1,297,42,4,6,36,220,0,7,1,1,8,18,0,0,898,1190,0.7546218487394958
391,1,2,0,0,0,7,70,0,0,9,0,155,40,1,4,64,200,1,0,2,1,0,32,0,0,589,789,0.7465145754119138
392,2,1,0,0,0,9,51,0,0,7,0,83,20,0,3,22,113,1,1,0,2,0,18,1,0,334,464,0.7198275862068966
393,0,4,1,0,0,7,55,0,1,12,0,101,41,2,7,64,184,1,1,0,1,3,23,0,1,509,653,0.77947932618683
394,0,2,0,0,0,7,49,0,0,3,0,93,19,1,6,59,168,0,3,2,2,2,38,0,0,454,632,0.7183544303797469
395,0,1,0,1,2,6,59,2,0,4,0,90,44,4,7,61,161,1,3,1,2,1,34,1,0,485,673,0.7206537890044576
396,2,1,1,1,0,7,66,0,0,6,0,101,31,6,5,75,224,1,1,1,2,2,39,0,0,572,783,0.7305236270753512
397,1,2,0,1,1,15,64,0,1,9,0,149,31,4,5,71,183,0,1,2,3,1,30,2,0,576,798,0.7218045112781954
398,1,3,0,2,0,3,85,1,1,11,0,125,20,4,5,36,149,3,2,1,0,2,26,2,0,482,742,0.6495956873315364
399,4,3,0,3,0,3,58,0,0,6,0,100,32,2,3,76,156,3,2,2,4,1,30,0,0,488,670,0.7283582089552239
400,1,5,1,3,0,9,69,2,1,9,0,142,33,1,6,56,229,2,4,0,0,0,49,2,0,624,838,0.7446300715990454
