VITA,MOVIMENTO 5 STELLE,UNIONE POPOLARE DE MAGISTRIS,ALTERNATIVA PER L'ITALIA NO GREEN PASS,ITALIA SOVRANA E POPOLARE,PARTITO DELLA FOLLIA CREATIVA,PARTITO DEMOCRATICO,IMPEGNO CIVICO DI MAIO,ALLEANZA VERDI E SINISTRA,+ EUROPA CON EMMA BONINO,LISTA PARAGONE ITALEXIT,AZIONE ITALIA VIVA,NOI MODERATI,LEGA SALVINI PREMIER,FRATELLI D'ITALIA,FORZA ITALIA,TOTALE,SEZIONE,AFFLUENZA
4,62,5,3.0,4,1.0,50,1,14,7,5,14,2,18,88,13,291,320,0.4626391096979332
0,48,8,2.0,3,1.0,42,1,9,3,4,4,1,19,92,24,261,321,0.4110236220472441
0,32,2,0.0,4,1.0,48,0,11,7,1,14,1,11,84,9,225,322,0.5754475703324808
1,63,12,1.0,1,0.0,93,2,13,16,8,21,2,29,141,20,423,323,0.5522193211488251
0,88,4,2.0,3,0.0,93,1,19,4,7,22,0,46,114,18,421,324,0.5971631205673759
1,61,6,0.0,4,1.0,57,4,23,14,6,20,0,19,117,25,358,325,0.5367316341829086
2,53,7,2.0,7,0.0,63,4,14,8,8,16,1,17,111,17,330,326,0.49624060150375937
4,70,9,0.0,4,1.0,63,1,8,9,4,18,1,31,125,20,368,327,0.5190409026798307
4,78,8,0.0,7,0.0,118,4,24,22,4,39,1,24,182,32,547,328,0.607103218645949
4,89,11,2.0,2,0.0,144,1,25,17,11,33,0,19,165,17,540,329,0.6206896551724138
5,104,17,3.0,2,1.0,129,2,32,32,6,53,0,32,183,10,611,330,0.6773835920177383
3,109,11,1.0,7,0.0,158,2,27,23,15,53,3,41,219,28,700,331,0.6903353057199211
0,122,11,0.0,10,1.0,116,1,19,9,4,33,5,26,178,21,556,332,0.5450980392156862
2,102,5,0.0,11,0.0,78,1,20,16,4,32,0,37,175,37,520,333,0.5333333333333333
3,92,11,0.0,6,0.0,119,3,14,16,12,39,2,22,168,34,541,334,0.6011111111111112
1,108,8,0.0,7,0.0,108,5,23,8,5,23,1,35,177,25,534,335,0.5686900958466453
0,58,5,0.0,3,0.0,80,4,12,19,0,24,3,28,172,24,432,336,0.5326757090012331
2,100,8,2.0,11,1.0,131,2,15,17,8,22,2,36,206,31,594,337,0.577259475218659
2,81,8,0.0,3,1.0,90,2,15,10,6,31,1,24,153,28,455,338,0.5810983397190294
5,126,10,5.0,7,0.0,137,2,12,32,5,57,2,35,203,30,668,339,0.6117216117216118
2,68,6,1.0,7,0.0,102,1,26,6,9,32,1,17,101,11,390,340,0.5587392550143266
2,62,4,0.0,7,0.0,36,3,8,9,5,14,1,24,146,19,340,341,0.5354330708661418
4,68,10,1.0,6,0.0,102,2,18,19,6,40,2,28,184,15,505,342,0.6609947643979057
1,73,16,1.0,4,0.0,112,4,20,18,7,51,1,22,129,21,480,343,0.654843110504775
2,68,14,2.0,8,0.0,148,8,12,12,7,47,7,18,131,12,496,344,0.6449934980494149
