SEZIONE,Azzaretto Natale ,Boatti Giuseppe Riccardo ,Brenna Sergio Luigi,Campiotti Aquilele Quilino ,Cantù Maria Cristina,Capotosti Roberta,Cerno Tommaso ,D'Alfonso Franco Maria,Dovis Giovanni Mario ,Escobar Roberto Luigi ,Ferrara Salvatore ,Framba Francesco ,Laforgia Francesco ,Leccisi Gabriele Giuseppe ,Ligi Isabella ,Musciolà Filomena Patrizia,Oddenino Ruben ,Pagliuca Luigi ,Palmieri Antonio ,Perduca Marco ,Pessina Angela ,Pongiluppi Eleuteri Emanuela ,Previato Sonia ,Re Fraschini Mario Antonio,Riva Nadia ,Ruffini Luigino ,Santaniello Tiziana ,Sciascia Salvatore ,Tacchini Valerio Giovanni Mich,Zerkaoui Mounira ,TOTALE,AFFLUENZA
957,0.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,37.0,0.31092436974789917
959,0.0,0.0,0.0,0.0,214.0,9.0,0.0,157.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,174.0,0.0,0.0,0.0,584.0,0.5983606557377049
960,0.0,0.0,0.0,1.0,300.0,3.0,0.0,231.0,0.0,0.0,3.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,118.0,0.0,0.0,0.0,694.0,0.678396871945259
961,0.0,0.0,0.0,1.0,260.0,4.0,0.0,145.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,122.0,0.0,0.0,0.0,559.0,0.6970074812967582
962,0.0,0.0,0.0,2.0,228.0,4.0,0.0,179.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,93.0,0.0,0.0,0.0,533.0,0.6755386565272496
963,0.0,0.0,0.0,6.0,241.0,6.0,0.0,204.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,156.0,0.0,0.0,0.0,650.0,0.6612410986775178
964,0.0,0.0,0.0,6.0,214.0,2.0,0.0,217.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,109.0,0.0,0.0,0.0,571.0,0.5653465346534653
965,0.0,0.0,0.0,1.0,275.0,4.0,0.0,186.0,0.0,0.0,6.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,88.0,0.0,0.0,0.0,583.0,0.6169312169312169
968,0.0,0.0,0.0,1.0,201.0,5.0,0.0,178.0,0.0,0.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,126.0,0.0,0.0,0.0,546.0,0.56875
969,0.0,0.0,0.0,2.0,267.0,6.0,0.0,227.0,0.0,0.0,4.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,131.0,0.0,0.0,0.0,673.0,0.673
970,0.0,0.0,0.0,5.0,273.0,4.0,0.0,244.0,0.0,0.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,178.0,0.0,0.0,0.0,756.0,0.6897810218978102
971,0.0,0.0,0.0,3.0,274.0,4.0,0.0,274.0,0.0,0.0,4.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,102.0,0.0,0.0,0.0,693.0,0.6827586206896552
973,0.0,0.0,0.0,1.0,182.0,8.0,0.0,233.0,0.0,0.0,3.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,119.0,0.0,0.0,0.0,608.0,0.64
974,0.0,0.0,0.0,2.0,147.0,1.0,0.0,241.0,0.0,0.0,3.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,82.0,0.0,0.0,0.0,521.0,0.636919315403423
976,0.0,0.0,0.0,0.0,148.0,0.0,0.0,136.0,0.0,0.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,0.0,95.0,0.0,0.0,0.0,431.0,0.5619295958279009
978,0.0,0.0,0.0,4.0,164.0,3.0,0.0,196.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,82.0,0.0,0.0,0.0,480.0,0.6209573091849935
979,0.0,0.0,0.0,2.0,146.0,2.0,0.0,172.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,97.0,0.0,0.0,0.0,457.0,0.5843989769820972
981,0.0,0.0,0.0,0.0,163.0,4.0,0.0,199.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,106.0,0.0,0.0,0.0,521.0,0.590702947845805
982,0.0,0.0,0.0,2.0,129.0,2.0,0.0,104.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,132.0,0.0,0.0,0.0,396.0,0.5523012552301255
983,0.0,0.0,0.0,2.0,216.0,4.0,0.0,197.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,44.0,0.0,0.0,0.0,483.0,0.6727019498607242
984,0.0,0.0,0.0,0.0,144.0,2.0,0.0,123.0,0.0,0.0,3.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,90.0,0.0,0.0,0.0,406.0,0.6170212765957447
985,0.0,0.0,0.0,2.0,182.0,2.0,0.0,170.0,0.0,0.0,3.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,90.0,0.0,0.0,0.0,501.0,0.6117216117216118
986,0.0,0.0,0.0,1.0,173.0,4.0,0.0,179.0,0.0,0.0,1.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,78.0,0.0,0.0,0.0,483.0,0.6052631578947368
988,0.0,0.0,0.0,2.0,196.0,2.0,0.0,207.0,0.0,0.0,3.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,107.0,0.0,0.0,0.0,565.0,0.6654888103651354
989,0.0,0.0,0.0,4.0,211.0,2.0,0.0,200.0,0.0,0.0,6.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,90.0,0.0,0.0,0.0,557.0,0.6060935799782372
990,0.0,0.0,0.0,0.0,234.0,5.0,0.0,191.0,0.0,0.0,3.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,95.0,0.0,0.0,0.0,584.0,0.6759259259259259
994,0.0,0.0,0.0,1.0,153.0,5.0,0.0,123.0,0.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,89.0,0.0,0.0,0.0,399.0,0.5270805812417437
995,0.0,0.0,0.0,4.0,190.0,4.0,0.0,71.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,68.0,0.0,0.0,0.0,354.0,0.48097826086956524
1001,0.0,0.0,0.0,0.0,253.0,5.0,0.0,156.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,115.0,0.0,0.0,0.0,560.0,0.5737704918032787
1003,0.0,0.0,0.0,1.0,157.0,5.0,0.0,156.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,82.0,0.0,0.0,0.0,437.0,0.5616966580976864
1004,0.0,0.0,0.0,2.0,153.0,2.0,0.0,141.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,103.0,0.0,0.0,0.0,430.0,0.5988857938718662
